tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
90270	Xanthomonas gardneri	31739063	0	live	BI317_RS10890	BI317_RS10890, BI317_10890	alpha/beta hydrolase										
851	Fusobacterium nucleatum	31731531	0	live	BKN39_RS06190	BKN39_RS06190, BKN39_06190	hypothetical protein										
1254	Pediococcus acidilactici	31729150	0	live	A4V11_RS04660	A4V11_RS04660, A4V11_04655	alpha/beta hydrolase										
1254	Pediococcus acidilactici	31728241	0	live	A4V11_RS00100	A4V11_RS00100, A4V11_00100	alpha/beta hydrolase										
1432052	Eisenbergiella tayi	31717477	0	live	BEI61_RS16790	BEI61_RS16790, BEI61_03370	alpha/beta hydrolase										
549	Pantoea agglomerans	31707979	0	live	BEE12_RS22995	BEE12_RS22995, BEE12_22995	alpha/beta hydrolase	alpha/beta hydrolase									
549	Pantoea agglomerans	31704573	0	live	BEE12_RS05745	BEE12_RS05745, BEE12_05745	alpha/beta hydrolase	alpha/beta hydrolase									
935546	Mesorhizobium loti NZP2037	31700479	0	live	A9174_RS22525	A9174_RS22525, A9174_22530	alpha/beta hydrolase										
935546	Mesorhizobium loti NZP2037	31697561	0	live	A9174_RS07770	A9174_RS07770, A9174_07770	carboxylesterase										
137591	Weissella cibaria	31690369	0	live	AO080_RS11580	AO080_RS11580, AO080_11595	alpha/beta hydrolase	alpha/beta hydrolase									
137591	Weissella cibaria	31688273	0	live	AO080_RS01070	AO080_RS01070, AO080_01075	alpha/beta hydrolase	alpha/beta hydrolase									
1408	Bacillus pumilus	31669733	0	live	UP12_RS15795	UP12_RS15795, UP12_15810	abhydrolase domain-containing 18	abhydrolase domain-containing 18									
1408	Bacillus pumilus	31669634	0	live	UP12_RS15300	UP12_RS15300, UP12_15315	alpha/beta hydrolase	alpha/beta hydrolase									
1408	Bacillus pumilus	31668933	0	live	UP12_RS11780	UP12_RS11780, UP12_11790	alpha/beta hydrolase	alpha/beta hydrolase									
1408	Bacillus pumilus	31668366	0	live	UP12_RS08945	UP12_RS08945, UP12_08955	alpha/beta hydrolase	alpha/beta hydrolase									
1408	Bacillus pumilus	31667158	0	live	UP12_RS02885	UP12_RS02885, UP12_02885	alpha/beta hydrolase	alpha/beta hydrolase									
544580	Actinomyces oris	31653569	0	live	AXE84_RS01580	AXE84_RS01580, AXE84_01580	alpha/beta hydrolase										
29388	Staphylococcus capitis	31635852	0	live	AL529_RS12025	AL529_RS12025, AL529_12020	Alpha/beta hydrolase fold-3										
29388	Staphylococcus capitis	31635457	0	live	AL529_RS10030	AL529_RS10030, AL529_10030	alpha/beta hydrolase										
74704	Staphylococcus cohnii subsp. cohnii	31596481	0	live	XA21_RS10020	XA21_RS10020, XA21_10020	carboxylesterase										
74704	Staphylococcus cohnii subsp. cohnii	31594542	0	live	XA21_RS00200	XA21_RS00200, XA21_00200	alpha/beta hydrolase										
1220581	Agrobacterium rhizogenes NBRC 13257	31562292	0	live	RRH01S_RS32815	RRH01S_RS32815, RRH01S_32_00150	alpha/beta hydrolase	alpha/beta hydrolase									
1220581	Agrobacterium rhizogenes NBRC 13257	31561519	0	live	RRH01S_RS28830	RRH01S_RS28830, RRH01S_21_00300	alpha/beta hydrolase	alpha/beta hydrolase									
1220581	Agrobacterium rhizogenes NBRC 13257	31559918	0	live	RRH01S_RS20630	RRH01S_RS20630, RRH01S_08_04020	alpha/beta fold hydrolase	alpha/beta fold hydrolase									
1220581	Agrobacterium rhizogenes NBRC 13257	31558416	0	live	RRH01S_RS13030	RRH01S_RS13030, RRH01S_05_02140	alpha/beta hydrolase	alpha/beta hydrolase									
883163	Sphingobium yanoikuyae ATCC 51230	31533999	0	live	HMPREF9718_RS15440	HMPREF9718_RS15440, HMPREF9718_03063	hypothetical protein										
883163	Sphingobium yanoikuyae ATCC 51230	31532961	0	live	HMPREF9718_RS10170	HMPREF9718_RS10170, HMPREF9718_02015	hypothetical protein										
883163	Sphingobium yanoikuyae ATCC 51230	31532879	0	live	HMPREF9718_RS09760	HMPREF9718_RS09760, HMPREF9718_01931	hypothetical protein										
927704	Selenomonas ruminantium subsp. lactilytica TAM6421	31524300	0	live	SELR_RS15910	SELR_RS15910, SELR_pSRC100510	alpha/beta hydrolase				NC_017078.1	47020	48018	plus	0		
58343	Streptomyces canus	31299827	0	live	AQI96_RS40535	AQI96_RS40535, AQI96_40525	alpha/beta hydrolase	alpha/beta hydrolase									
58343	Streptomyces canus	31298967	0	live	AQI96_RS36165	AQI96_RS36165, AQI96_36145	alpha/beta hydrolase	alpha/beta hydrolase									
58343	Streptomyces canus	31298631	0	live	AQI96_RS34460	AQI96_RS34460, AQI96_34450	alpha/beta hydrolase	alpha/beta hydrolase									
58343	Streptomyces canus	31298226	0	live	AQI96_RS32400	AQI96_RS32400, AQI96_32390	alpha/beta hydrolase	alpha/beta hydrolase									
58343	Streptomyces canus	31297193	0	live	AQI96_RS27205	AQI96_RS27205, AQI96_27190	alpha/beta hydrolase	alpha/beta hydrolase									
58343	Streptomyces canus	31295601	0	live	AQI96_RS19150	AQI96_RS19150, AQI96_19135	carboxylesterase	carboxylesterase									
58343	Streptomyces canus	31293901	0	live	AQI96_RS10555	AQI96_RS10555, AQI96_10555	alpha/beta hydrolase	alpha/beta hydrolase									
1886	Streptomyces albidoflavus	31253948	0	live	IF45_RS0105285	IF45_RS0105285	alpha/beta hydrolase	alpha/beta hydrolase									
66869	Streptomyces atroolivaceus	31237808	0	live	OO67_RS35775	OO67_RS35775	alpha/beta hydrolase	alpha/beta hydrolase									
66869	Streptomyces atroolivaceus	31234555	0	live	OO67_RS18960	OO67_RS18960	alpha/beta hydrolase	alpha/beta hydrolase									
66869	Streptomyces atroolivaceus	31234077	0	live	OO67_RS16535	OO67_RS16535	alpha/beta hydrolase	alpha/beta hydrolase									
66869	Streptomyces atroolivaceus	31233785	0	live	OO67_RS14975	OO67_RS14975	carboxylesterase	carboxylesterase									
1358411	Pantoea dispersa EGD-AAK13	29927220	0	live	N172_RS10075	N172_RS10075, N172_20100	alpha/beta hydrolase										
1358411	Pantoea dispersa EGD-AAK13	29926403	0	live	N172_RS00755	N172_RS00755, N172_00790	carboxylesterase										
1358411	Pantoea dispersa EGD-AAK13	29924622	0	live	N172_RS19425	N172_RS19425, N172_12110	alpha/beta hydrolase										
1301098	Pseudomonas knackmussii B13	29899485	0	live	PKB_RS18075	PKB_RS18075, PKB_3664	alpha/beta hydrolase			I							
1301098	Pseudomonas knackmussii B13	29897560	0	live	PKB_RS10855	PKB_RS10855, PKB_2204	alpha/beta hydrolase			I							
1301098	Pseudomonas knackmussii B13	29894611	0	live	PKB_RS09375	PKB_RS09375, PKB_1903	alpha/beta hydrolase			I							
1242245	Acinetobacter johnsonii XBB1	29886037	0	live	EHS42_RS00095	EHS42_RS00095, RZ95_00100, RZ95_RS00095	alpha/beta hydrolase	alpha/beta hydrolase									
1242245	Acinetobacter johnsonii XBB1	29885026	0	live	EHS42_RS00600	EHS42_RS00600, RZ95_00605, RZ95_RS00595	alpha/beta hydrolase	alpha/beta hydrolase									
1242245	Acinetobacter johnsonii XBB1	29884929	0	live	EHS42_RS07760	EHS42_RS07760, RZ95_07725, RZ95_RS07700	alpha/beta hydrolase	alpha/beta hydrolase									
1223548	Nocardia mikamii NBRC 108933	29874697	0	live	NMI01S_RS18840	NMI01S_RS18840	alpha/beta hydrolase										
1223548	Nocardia mikamii NBRC 108933	29873893	0	live	NMI01S_RS10675	NMI01S_RS10675	alpha/beta hydrolase										
1223548	Nocardia mikamii NBRC 108933	29873516	0	live	NMI01S_RS10055	NMI01S_RS10055	carboxylesterase										
1223548	Nocardia mikamii NBRC 108933	29873413	0	live	NMI01S_RS07665	NMI01S_RS07665	carboxylesterase										
1223548	Nocardia mikamii NBRC 108933	29873323	0	live	NMI01S_RS08615	NMI01S_RS08615	carboxylesterase										
1217648	Acinetobacter beijerinckii CIP 110307	29856246	0	live	F933_RS09070	F933_RS09070, F933_01836	hypothetical protein										
1217648	Acinetobacter beijerinckii CIP 110307	29855492	0	live	F933_RS03860	F933_RS03860, F933_00778	hypothetical protein										
1190813	Pseudoalteromonas shioyasakiensis	29847175	0	live	PASHI_RS12310	PASHI_RS12310	carboxylesterase										
1190813	Pseudoalteromonas shioyasakiensis	29846345	0	live	PASHI_RS14025	PASHI_RS14025	S9 family peptidase										
1158608	Enterococcus haemoperoxidus ATCC BAA-382	29841592	0	live	I583_RS15860	I583_RS15860, I583_03204	hypothetical protein										
1158608	Enterococcus haemoperoxidus ATCC BAA-382	29841569	0	live	I583_RS14855	I583_RS14855, I583_03008	hypothetical protein										
1158608	Enterococcus haemoperoxidus ATCC BAA-382	29840401	0	live	I583_RS09960	I583_RS09960, I583_02014	hypothetical protein										
1158608	Enterococcus haemoperoxidus ATCC BAA-382	29840400	0	live	I583_RS03770	I583_RS03770, I583_00766	hypothetical protein										
1121126	Brochothrix thermosphacta DSM 20171 = FSL F6-1036	29820824	0	live	Q329_RS0106665	Q329_RS0106665	carboxylesterase										
1076550	Pantoea rwandensis	29804340	0	live	LH22_RS12095	LH22_RS12095, LH22_12440	carboxylesterase										
981336	Acinetobacter ursingii DSM 16037 = CIP 107286	29772491	0	live	F944_RS07930	F944_RS07930, F944_01295	hypothetical protein										
981333	Acinetobacter parvus DSM 16617 = CIP 108168	29768768	0	live	F988_RS13915	F988_RS13915, F988_02835	hypothetical protein										
658086	Lachnospiraceae bacterium 3_1_57FAA_CT1	29728885	0	live	HMPREF0994_RS24945	HMPREF0994_RS24945, HMPREF0994_05567	hypothetical protein										
658086	Lachnospiraceae bacterium 3_1_57FAA_CT1	29728569	0	live	HMPREF0994_RS24640	HMPREF0994_RS24640, HMPREF0994_05633, HMPREF0994_05634, HMPREF0994_07230	hypothetical protein										
658086	Lachnospiraceae bacterium 3_1_57FAA_CT1	29728335	0	live	HMPREF0994_RS26640	HMPREF0994_RS26640, HMPREF0994_03435	hypothetical protein										
658086	Lachnospiraceae bacterium 3_1_57FAA_CT1	29725278	0	live	HMPREF0994_RS08855	HMPREF0994_RS08855, HMPREF0994_00828	hypothetical protein										
566461	Streptomyces viridosporus ATCC 14672	29710039	0	live	SSFG_RS16250	SSFG_RS16250, SSFG_03370	alpha/beta hydrolase	alpha/beta hydrolase									
557599	Mycobacterium kansasii ATCC 12478	29700164	0	live	MKAN_RS21545	MKAN_RS21545, MKAN_22565	PPE family protein				NC_022663.1	4964133	4965767	plus	0		
557599	Mycobacterium kansasii ATCC 12478	29698903	0	live	MKAN_RS05335	MKAN_RS05335, MKAN_05565	carboxylesterase				NC_022663.1	1253004	1254257	minus	0		
557599	Mycobacterium kansasii ATCC 12478	29698628	0	live	MKAN_RS16110	MKAN_RS16110, MKAN_16905	alpha/beta hydrolase				NC_022663.1	3699966	3701102	minus	0		
557599	Mycobacterium kansasii ATCC 12478	29697494	0	live	MKAN_RS04730	MKAN_RS04730, MKAN_04905	acetylhydrolase				NC_022663.1	1114063	1115064	plus	0		
529122	Bacillus thuringiensis YBT-1518	29687239	0	live	YBT1518_RS31960	YBT1518_RS31960, YBT1518_32832	alpha/beta hydrolase				NC_022877.1	59099	60118	plus	0		
198467	Anoxybacillus gonensis	29575309	0	live	AFK25_RS12850	AFK25_RS12850, AFK25_12870	carboxylesterase										
178901	Acetobacter malorum	29557006	0	live	AD930_RS07325	AD930_RS07325, AD930_07345	arylesterase										
160799	Paenibacillus borealis	29547276	0	live	PBOR_RS13030	PBOR_RS13030, PBOR_13590	carboxylesterase										
160799	Paenibacillus borealis	29545839	0	live	PBOR_RS09805	PBOR_RS09805, PBOR_10225	alpha/beta hydrolase										
160799	Paenibacillus borealis	29545149	0	live	PBOR_RS08500	PBOR_RS08500	alpha/beta hydrolase										
160799	Paenibacillus borealis	29544445	0	live	PBOR_RS23845	PBOR_RS23845, PBOR_24805	alpha/beta hydrolase										
160799	Paenibacillus borealis	29544118	0	live	PBOR_RS19105	PBOR_RS19105, PBOR_19900	alpha/beta hydrolase										
147467	Staphylococcus sciuri subsp. sciuri	29539415	0	live	AC563_RS02450	AC563_RS02450	carboxylesterase										
147467	Staphylococcus sciuri subsp. sciuri	29539063	0	live	AC563_RS04480	AC563_RS04480	alpha/beta hydrolase										
106592	Ensifer adhaerens	29522495	0	live	FA04_RS32405	FA04_RS32405, FA04_32355	alpha/beta hydrolase										
82983	Obesumbacterium proteus	29499888	0	live	DSM2777_RS09130	DSM2777_RS09130, DSM2777_09130	alpha/beta hydrolase										
47885	Pseudomonas oryzihabitans	29479993	0	live	APT59_RS04545	APT59_RS04545, APT59_04545	alpha/beta hydrolase										
47885	Pseudomonas oryzihabitans	29479513	0	live	APT59_RS12205	APT59_RS12205, APT59_12205	thioesterase										
47885	Pseudomonas oryzihabitans	29479053	0	live	APT59_RS18725	APT59_RS18725, APT59_18725	S9 family peptidase										
1492	Clostridium butyricum	29414559	0	live	ATN24_RS10480	ATN24_RS10480, ATN24_10480	alpha/beta hydrolase			1							
1478	Bacillus simplex	29413622	0	live	UP17_RS23450	UP17_RS23450, UP17_23435	carboxylesterase										
676	Vibrio fluvialis	29383031	0	live	AL536_RS23675	AL536_RS23675, AL536_01035	alpha/beta hydrolase	alpha/beta hydrolase		1							
571	Klebsiella oxytoca	29382933	0	live	AB185_RS33300	AB185_RS33300, AB185_33260	alpha/beta hydrolase	alpha/beta hydrolase									
571	Klebsiella oxytoca	29380047	0	live	AB185_RS18425	AB185_RS18425, AB185_18395	alpha/beta hydrolase	alpha/beta hydrolase									
571	Klebsiella oxytoca	29378719	0	live	AB185_RS13240	AB185_RS13240, AB185_13210	alpha/beta hydrolase	alpha/beta hydrolase									
511	Alcaligenes faecalis	29370391	0	live	UZ73_RS02730	UZ73_RS02730, UZ73_02730	acetylesterase										
511	Alcaligenes faecalis	29368088	0	live	UZ73_RS03800	UZ73_RS03800, UZ73_03800	carboxylesterase										
296	Pseudomonas fragi	29353768	0	live	AV641_RS11185	AV641_RS11185, AV641_11185	alpha/beta hydrolase										
1157708	Variovorax paradoxus 110B	27805294	0	live	G369_RS0117830	G369_RS0117830	alpha/beta hydrolase										
1157708	Variovorax paradoxus 110B	27802506	0	live	G369_RS0102935	G369_RS0102935	alpha/beta hydrolase										
67257	Streptomyces albus subsp. albus	26156990	0	live	IO40_RS0131720	IO40_RS0131720	alpha/beta hydrolase	alpha/beta hydrolase									
67257	Streptomyces albus subsp. albus	26152454	0	live	IO40_RS0107045	IO40_RS0107045	hypothetical protein	hypothetical protein									
999413	[Clostridium] innocuum 2959	26150450	0	live	HMPREF1094_RS19810	HMPREF1094_RS19810, HMPREF1094_04003	hypothetical protein										
999413	[Clostridium] innocuum 2959	26148546	0	live	HMPREF1094_RS10265	HMPREF1094_RS10265, HMPREF1094_02079	alpha/beta hydrolase										
1296990	Komagataeibacter xylinus E25	25557126	0	live	H845_RS11705	H845_RS11705	alpha/beta hydrolase										
1296990	Komagataeibacter xylinus E25	25557060	0	live	H845_RS04735	H845_RS04735, H845_973	alpha/beta hydrolase										
1217988	Acinetobacter schindleri CIP 107287	25070742	0	live	F955_RS02795	F955_RS02795, F955_00733	hypothetical protein										
1217988	Acinetobacter schindleri CIP 107287	25070585	0	live	F955_RS06945	F955_RS06945, F955_01577	hypothetical protein										
1217988	Acinetobacter schindleri CIP 107287	25068352	0	live	F955_RS15715	F955_RS15715, F955_00110	hypothetical protein										
1217988	Acinetobacter schindleri CIP 107287	25068084	0	live	F955_RS14505	F955_RS14505, F955_03118	hypothetical protein										
1217988	Acinetobacter schindleri CIP 107287	25068064	0	live	F955_RS14510	F955_RS14510, F955_03119	hypothetical protein										
1072583	Halomonas boliviensis LC1	24265051	0	live	KUC_RS13370	KUC_RS13370, KUC_2798	alpha/beta hydrolase										
266264	Cupriavidus metallidurans CH34	24153204	0	live	RMET_RS26615	RMET_RS26615, Rmet_5201	alpha/beta hydrolase				NC_007974.2	1896097	1897044	plus	0		
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23440426	0	live	RLEG3_RS31465	RLEG3_RS31465, RLEG3_02170	carboxylesterase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23439687	0	live	RLEG3_RS27770	RLEG3_RS27770, RLEG3_05520	hydrolase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23435025	0	live	RLEG3_RS04460	RLEG3_RS04460, RLEG3_14500	hydrolase										
754523	Rhizobium leguminosarum bv. trifolii WSM1689	23434937	0	live	RLEG3_RS04020	RLEG3_RS04020, RLEG3_14050	carboxylesterase										
367928	Bifidobacterium adolescentis ATCC 15703	23325041	0	live	BAD_RS08085	BAD_RS08085	acetylesterase				NC_008618.1	1949299	1950174	plus	0		
981327	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	23284823	0	live	F925_RS11780	F925_RS11780, F925_02418	hypothetical protein										
981327	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	23284061	0	live	F925_RS07970	F925_RS07970, F925_01643	hypothetical protein										
981327	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	23283240	0	live	F925_RS03865	F925_RS03865, F925_00818	hypothetical protein										
981327	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	23283121	0	live	F925_RS03270	F925_RS03270, F925_00697	hypothetical protein										
981327	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	23282789	0	live	F925_RS01610	F925_RS01610, F925_00363	hypothetical protein										
981327	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	23282788	0	live	F925_RS01605	F925_RS01605, F925_00362	hypothetical protein										
981327	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	23282787	0	live	F925_RS01600	F925_RS01600, F925_00361	hypothetical protein										
936455	Bradyrhizobium genosp. SA-4 str. CB756	23259361	0	live	BRAGE_RS0143685	BRAGE_RS0143685	carboxylesterase										
936455	Bradyrhizobium genosp. SA-4 str. CB756	23255375	0	live	BRAGE_RS0120345	BRAGE_RS0120345	alpha/beta hydrolase										
936455	Bradyrhizobium genosp. SA-4 str. CB756	23254857	0	live	BRAGE_RS0117495	BRAGE_RS0117495	acetylhydrolase										
936455	Bradyrhizobium genosp. SA-4 str. CB756	23254773	0	live	BRAGE_RS0117070	BRAGE_RS0117070	acetylhydrolase										
936455	Bradyrhizobium genosp. SA-4 str. CB756	23252387	0	live	BRAGE_RS0103245	BRAGE_RS0103245	steroid monooxygenase										
936455	Bradyrhizobium genosp. SA-4 str. CB756	23251981	0	live	BRAGE_RS0101080	BRAGE_RS0101080	carboxylesterase										
525260	Corynebacterium accolens ATCC 49725	23249416	0	live	HMPREF0276_RS02980	HMPREF0276_RS02980	arylesterase										
1961	Streptomyces virginiae	23222559	0	live	IG86_RS0123590	IG86_RS0123590	alpha/beta hydrolase	alpha/beta hydrolase									
1961	Streptomyces virginiae	23219454	0	live	IG86_RS0107195	IG86_RS0107195	alpha/beta hydrolase	alpha/beta hydrolase									
1961	Streptomyces virginiae	23219277	0	live	IG86_RS0106245	IG86_RS0106245	alpha/beta hydrolase	alpha/beta hydrolase									
1961	Streptomyces virginiae	23218454	0	live	IG86_RS0101930	IG86_RS0101930	alpha/beta hydrolase	alpha/beta hydrolase									
883078	Afipia broomeae ATCC 49717	23186690	0	live	HMPREF9695_RS14155	HMPREF9695_RS14155, HMPREF9695_02840	hypothetical protein										
883078	Afipia broomeae ATCC 49717	23184674	0	live	HMPREF9695_RS04075	HMPREF9695_RS04075, HMPREF9695_00817	hypothetical protein										
997894	[Clostridium] bolteae 90A9	23115023	0	live	HMPREF1085_RS19630	HMPREF1085_RS19630, HMPREF1085_03922	alpha/beta hydrolase										
398525	Bradyrhizobium elkanii USDA 76	23091318	0	live	BRAEL_RS0137750	BRAEL_RS0137750	steroid monooxygenase										
398525	Bradyrhizobium elkanii USDA 76	23090150	0	live	BRAEL_RS0131150	BRAEL_RS0131150	alpha/beta hydrolase										
398525	Bradyrhizobium elkanii USDA 76	23088501	0	live	BRAEL_RS0121830	BRAEL_RS0121830	hypothetical protein										
398525	Bradyrhizobium elkanii USDA 76	23087829	0	live	BRAEL_RS0118200	BRAEL_RS0118200	hypothetical protein										
1217658	Acinetobacter gyllenbergii NIPH 230	23000817	0	live	F987_RS05370	F987_RS05370, F987_03323	hypothetical protein										
565655	Enterococcus casseliflavus EC20	15141443	0	live	ECBG_RS04200	ECBG_RS04200, ECBG_00226	hypothetical protein				NC_020995.1	923433	924230	minus	0		
765698	Mesorhizobium ciceri biovar biserrulae WSM1271	10120887	0	live	Mesci_5387	Mesci_5387	carboxylesterase type B				NC_014923.1	5565097	5565948	plus	0		
585056	Escherichia coli UMN026	7157237	0	live	ECUMN_3379	ECUMN_3379	putative hydrolase				NC_011751.1	3495585	3496520	minus	0		
367928	Bifidobacterium adolescentis ATCC 15703	4557515	0	live	BAD_RS02320	BAD_RS02320, BAD_0438	acetylesterase				NC_008618.1	551156	551977	minus	0		
246196	Mycobacterium smegmatis str. MC2 155	4531400	0	live	MSMEG_0289	MSMEG_0289	alpha/beta hydrolase				NC_008596.1	320261	321361	plus	0		
93061	Staphylococcus aureus subsp. aureus NCTC 8325	3919365	0	live	SAOUHSC_00802	SAOUHSC_00802	carboxylesterase				NC_007795.1	784575	785315	plus	0		
190650	Caulobacter crescentus CB15	943952	0	live	CC_2313	CC_2313	hypothetical protein				NC_002696.2	2514217	2515203	minus	0		
190650	Caulobacter crescentus CB15	943803	0	live	CC_3346	CC_3346	hypothetical protein				NC_002696.2	3593657	3594493	plus	0		
190650	Caulobacter crescentus CB15	941620	0	live	CC_1226	CC_1226	hypothetical protein				NC_002696.2	1384792	1385628	plus	0		
226185	Enterococcus faecalis V583	1199300	0	live	EF0381	EF0381	hypothetical protein				NC_004668.1	349003	349821	minus	0		
214092	Yersinia pestis CO92	1175168	0	live	YPO2336	YPO2336	hypothetical protein				NC_003143.1	2628791	2629795	plus	0		
224911	Bradyrhizobium diazoefficiens USDA 110	1054368	0	live	blr4157	blr4157	blr4157	blr4157|hypothetical protein			NC_004463.1	4598171	4598980	plus	0		
224911	Bradyrhizobium diazoefficiens USDA 110	1050557	0	live	bll3359	bll3359	bll3359	bll3359|hypothetical protein			NC_004463.1	3719930	3720790	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020640	0	live	NCgl0148	NCgl0148, Cgl0151	hypothetical protein				NC_003450.3	161360	162268	minus	0		
394	Sinorhizobium fredii NGR234	7789004	0	live	NGR_b16810	NGR_b16810	hypothetical protein				NC_012586.1	1710791	1712287	plus	0		
394	Sinorhizobium fredii NGR234	7788245	0	live	NGR_b05050	NGR_b05050	hypothetical protein				NC_012586.1	513270	514643	plus	0		
266834	Sinorhizobium meliloti 1021	1233306	0	live	SMc00955	SMc00955	hypothetical protein				NC_003047.1	1784287	1785462	plus	0		
223926	Vibrio parahaemolyticus RIMD 2210633	1190760	0	live	VPA0081	VPA0081	hypothetical protein			2	NC_004605.1	71323	72234	plus	0		
393305	Yersinia enterocolitica subsp. enterocolitica 8081	4715610	0	live	YE1252	YE1252	hypothetical protein				NC_008800.1	1395649	1396575	minus	0		
176299	Agrobacterium fabrum str. C58	1133655	0	live	Atu1617	Atu1617, AGR_C_2981	hypothetical protein			circular	NC_003062.2	1601485	1602417	plus	0		
176299	Agrobacterium fabrum str. C58	1132441	0	live	Atu0403	Atu0403, AGR_C_710	hypothetical protein			circular	NC_003062.2	397648	398376	plus	0		
176299	Agrobacterium fabrum str. C58	1132435	0	live	Atu0397	Atu0397, AGR_C_699	hypothetical protein			circular	NC_003062.2	391047	392369	plus	0		
176299	Agrobacterium fabrum str. C58	1132110	0	live	Atu0072	Atu0072, AGR_C_108	hypothetical protein			circular	NC_003062.2	74781	76016	minus	0		
1288	Staphylococcus xylosus	29396900	0	live	BE24_RS11500	BE24_RS11500, BE24_11885	hypothetical protein										
479436	Veillonella parvula DSM 2008	23453441	0	live	VPAR_RS08085	VPAR_RS08085	hypothetical protein				NC_013520.1	1797957	1799438	plus	0		
748671	Lactobacillus crispatus ST1	9107456	0	live	LCRIS_RS07860	LCRIS_RS07860, LCRIS_01580	hypothetical protein				NC_014106.1	1592567	1593217	plus	0		
266834	Sinorhizobium meliloti 1021	1236652	0	live	SM_b20335	SM_b20335, SMb20335	hypothetical protein				NC_003078.1	340597	341877	plus	0		
266834	Sinorhizobium meliloti 1021	1236016	0	live	SMa1776	SMa1776	hypothetical protein				NC_003037.1	1006786	1008156	plus	0		
266834	Sinorhizobium meliloti 1021	1235363	0	live	SMa0259	SMa0259	hypothetical protein				NC_003037.1	145822	146667	minus	0		
266834	Sinorhizobium meliloti 1021	1235133	0	live	SMa0599	SMa0599	hypothetical protein				NC_003037.1	318078	319409	minus	0		
206672	Bifidobacterium longum NCC2705	1022357	0	live	BL0099	BL0099	hypothetical protein				NC_004307.2	119657	121435	plus	0		
290633	Gluconobacter oxydans 621H	29627263	0	live	GOX_RS10725	GOX_RS10725, GOX1893	hypothetical protein				NC_006677.1	2075289	2076167	minus	0		
365659	Streptococcus mitis B6	8798223	0	live	smi_1351	smi_1351	hypothetical protein				NC_013853.1	1354422	1355162	minus	0		
388919	Streptococcus sanguinis SK36	4806679	0	live	SSA_1180	SSA_1180	hypothetical protein				NC_009009.1	1207909	1208649	minus	0		
272623	Lactococcus lactis subsp. lactis Il1403	1114956	0	live	yneB	L141530	hypothetical protein				NC_002662.1	1341786	1342559	minus	0		
176280	Staphylococcus epidermidis ATCC 12228	1056072	0	live	SE2095	SE2095	hypothetical protein				NC_004461.1	2139594	2140574	minus	0		
210007	Streptococcus mutans UA159	1028588	0	live	SMU_1319c	SMU_1319c, SMU.1319c	hypothetical protein				NC_004350.2	1244138	1244842	minus	0		
208435	Streptococcus agalactiae 2603V/R	1013589	0	live	SAG0785	SAG0785	hypothetical protein				NC_004116.1	783403	784395	minus	0		
208435	Streptococcus agalactiae 2603V/R	1013178	0	live	SAG0383	SAG0383	hypothetical protein				NC_004116.1	391427	392431	minus	0		
190304	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	991552	0	live	FN0616	FN0616	hypothetical protein				NC_003454.1	1275114	1276601	minus	0		
1396858	Marinobacter sp. ES-1	32571695	0	live	Q668_RS07800	Q668_RS07800, Q666_01240	hypothetical protein										
480520	Myroides profundi	31880736	0	live	MPR_RS05745	MPR_RS05745, MPR_1166	hypothetical protein										
1292022	Curtobacterium flaccumfaciens UCD-AKU	31842238	0	live	H489_RS29765	H489_RS29765, H489_0101890	hypothetical protein										
1292022	Curtobacterium flaccumfaciens UCD-AKU	31841688	0	live	H489_RS26965	H489_RS26965, H489_0115210	hypothetical protein										
43657	Pseudoalteromonas luteoviolacea	31728110	0	live	S4054249_RS25700	S4054249_RS25700, S4054249_25695	hypothetical protein			2							
1515612	Sphingopyxis fribergensis	29950981	0	live	SKP52_RS00875	SKP52_RS00875, SKP52_00870	hypothetical protein										
1515612	Sphingopyxis fribergensis	29949898	0	live	SKP52_RS06790	SKP52_RS06790, SKP52_06910	hypothetical protein										
1515612	Sphingopyxis fribergensis	29948117	0	live	SKP52_RS08830	SKP52_RS08830, SKP52_09000	hypothetical protein										
1515612	Sphingopyxis fribergensis	29948010	0	live	SKP52_RS04100	SKP52_RS04100, SKP52_04200	hypothetical protein										
1349767	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	29917475	0	live	GJA_RS08735	GJA_RS08735, GJA_1870	hypothetical protein			I							
1349767	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	29917474	0	live	GJA_RS08740	GJA_RS08740, GJA_1872	hypothetical protein			I							
